"CODI","NOM","CARRER","NUMERO_CARRER","X_ETRS89","Y_ETRS89","LATITUD","LONGITUD"
"10-247","Parc Nova Icaria (davant restaurant Moncho's)","AV LITORAL","102.P","433256.844361225","4582515.301850301","41.391401670","2.201659786"
"10-258","Fluvià (jardins del parc de Sant Martí)","C MENORCA","12-14","432628.225462199","4585417.911039578","41.417492222","2.193818266"
"10-259","Escultors Claperos (Jardins dels Castellers)","C ROSSEND NOBAS","31","432279.707660332","4584462.092211183","41.408854164","2.189755231"
"10-260","Aragó / Lope de Vega","C LOPE DE VEGA","305.X","432464.441388310","4584914.611498562","41.412945411","2.191914773"
"10-263","Navas de Tolosa","PTGE PINYOL","26","432121.621574895","4585008.524234201","41.413762372","2.187802679"
"10-265","Espronceda","C ESPRONCEDA","170","433114.889093706","4584481.475921256","41.409098678","2.199744741"
"10-269","Pl Manuel Ainaud","PL MANUEL AINAUD","336-334","433932.150644936","4585837.461846003","41.421379265","2.209373979"
"10-270","Pl de la Palmera de Sant Martí","PL PALMERA DE SANT MARTI","217-221","433536.548387439","4585619.694491188","41.419385270","2.204664223"
"10-271","Pl de la Palmera de Sant Martí","PL PALMERA DE SANT MARTI","237","433495.068642309","4585661.764872069","41.419760753","2.204163275"
"10-274","Bac de Roda","PL VICTORIA KENT","77","432734.872331276","4584983.809557353","41.413591336","2.195142568"
"10-275","Cantabria","RBLA GUIPUSCOA","108","433294.658370353","4585666.546395658","41.419787206","2.201764744"
"10-276","Agricultura","RBLA GUIPUSCOA","77-87","433126.186963035","4585514.927427935","41.418407616","2.199765669"
"10-277","Dr. Zamenhof","C DOCTOR ZAMENHOF","4-2","432842.264428625","4585237.879132574","41.415888646","2.196399237"
"10-278","Consell de Cent","C INDEPENDENCIA","234","431925.114925648","4584174.504458623","41.406233998","2.185545438"
"10-279","Biscaia","C VALENCIA","698-680","432394.101188731","4584902.622012592","41.412831511","2.191074550"
"10-280","PL Verneda","PL VERNEDA","12","433212.721231649","4586060.967644517","41.423332833","2.200740769"
"10-281","Huelva nº 129","C PUIGCERDA","7","433313.120003952","4585878.486594094","41.421697621","2.201962277"
"10-284","Can Felipa","PL CAN FELIPA","250","433208.914728969","4583888.664309092","41.403767206","2.200935040"
"10-285","Jardins del Clot de la Mel","C ANDRADE","44-24","432720.300686125","4584770.569344827","41.411669526","2.194991941"
"10-287","Jardins de Gandhi","JARD GANDHI","47-61","433768.705901555","4583929.670135609","41.404182848","2.207627080"
"10-288","Jardins de Gandhi","C RAMON TURRÓ","267-285","433750.735488433","4583878.980194396","41.403724816","2.207417654"
"10-289","Jardins de Gandhi","C LLULL","284-264","433721.416133331","4583969.700554374","41.404539494","2.207056987"
"10-290","Jardins de Gandhi","JARD GANDHI","68-48","433706.485586909","4583900.870562555","41.403918329","2.206885916"
"10-292","Jardins del Clot de la Mel","JARD CLOT DE LA MEL","19-21","432669.480651268","4584776.269737944","41.411716612","2.194383298"
"10-293","Llull (llobregat)","C LLULL","404","434592.873931083","4584818.945253134","41.412259808","2.217390195"
"10-295","Pamplona","C PAMPLONA","43","432678.815799834","4582821.696694862","41.394113111","2.194712361"
"10-296","Veneçuela","C FLUVIA","7-9","433556.038944003","4584372.632418367","41.408154942","2.205034395"
"10-297","Amistat","C GALCERAN MARQUET","8","433532.601603425","4583412.181133593","41.399502473","2.204859473"
"10-298","Huelva","C JOSEP MIRET","2-6","433208.229624966","4585849.757341770","41.421430153","2.200710350"
"10-299","passeig central davant coca-cola","RBLA GUIPUSCOA","163-185","433763.232665776","4586138.473603116","41.424076483","2.207319773"
"10-300","Parc del Clot","C ESCULTORS CLAPEROS","20","432277.236455711","4584304.261990639","41.407432427","2.189743329"
"10-302","interior parc","C CONCILI DE TRENTO","240-236","433456.937784142","4585556.194992021","41.418806759","2.203718636"
"10-303","Rogent","C BASSOLS","23-25","431825.997382548","4584517.515728393","41.409314993","2.184321061"
"10-304","Menorca","PL JOAQUIN MAURIN","29-31","432980.259191405","4585838.839048971","41.421312831","2.197983720"
"10-305","Prim / Gran Via","PL ARTUR MARTORELL","5-6","433859.019859575","4585748.622257609","41.420573095","2.208508628"
"10-306","Bac de Roda (Jardins de Joan Fuster i Ortells)","JARD JOAN FUSTER I ORTELLS","156-136","433981.054433987","4583693.788169413","41.402075784","2.210193053"
"10-307","Jardins de Carles Barral","JARD CARLES BARRAL","37-47","434093.835005366","4583746.147395863","41.402556624","2.211536462"
"10-308","Parc de Diagonal Mar (Llull/Josep PLà)","C LLULL","362.X-372.","434265.780784277","4584471.257198949","41.409101585","2.213514583"
"10-309","Parc de Diagonal Mar (Llull/Josep PLà)","PARC DIAGONAL-MAR","279-281","434286.269424233","4584288.326765737","41.407455652","2.213779564"
"10-310","Parc de Diagonal Mar (Pg Taulat)","PG TAULAT","77.X","434456.948569502","4584141.515251043","41.406147291","2.215837340"
"10-311","Parc de Diagonal Mar (Pg Taulat)","PG GARCIA FARIA","260-254","434533.219291996","4584221.124795278","41.406870530","2.216741156"
"10-312","Parc de Diagonal Mar (Llull/Selva de Mar)","C SELVA DE MAR","11","434192.268689719","4584210.727358790","41.406749043","2.212663448"
"10-313","Parc de Diagonal Mar (Llull/Selva de Mar)","PARC DIAGONAL-MAR","338.X","434102.829271669","4584305.288179290","41.407593402","2.211583178"
"10-314","Pl de Llibertat Rodenas","RBLA GUIPUSCOA","127-129","433447.570156079","4585871.265565484","41.421643732","2.203571879"
"10-315","Jardins de Manuel Sacristan","JARD MANUEL SACRISTAN","3","434203.846092075","4583866.836747454","41.403652654","2.212839334"
"10-316","Jardins de Jaime Gil de Biedma","JARD JAIME GIL DE BIEDMA","21-23","433925.673363584","4583564.208390860","41.400904142","2.209544715"
"10-317","","C JAUME FABRE","40-8","434662.195819734","4585053.205084465","41.414375367","2.218194273"
"10-318","","C JAUME FABRE","40-8","434660.185815588","4585053.065099455","41.414373942","2.218170239"
"10-319","","C ALBANIA","24","434594.136318888","4585132.515719488","41.415084161","2.217371399"
"10-320","","C ALBANIA","24","434594.516336744","4585134.785720056","41.415104637","2.217375700"
"10-324","Parc del Port Olímpic","PARC PORT OLÍMPIC","40-36","433079.193152133","4582392.203006818","41.390278188","2.199548632"
"10-325","Alfons el Magnanim","C ALFONS EL MAGNANIM","5","434193.577953367","4585429.159217839","41.417723249","2.212546589"
"10-326","recinte del Forum","PL LEONARDO DA VINCI","293","434781.752831168","4584636.303547010","41.410630148","2.219669656"
"10-327","Parc del Camp de la Bota","PG GARCIA FARIA","99-103","434894.392123525","4584520.582519032","41.409597008","2.221029706"
"10-328","davant edifici Forum","C ZONA FORUM 2004","SN","434973.832409714","4584542.201951065","41.409798160","2.221977779"
"10-329","davant edifici Forum","C ZONA FORUM 2004","SN","434993.713283024","4584653.001969247","41.410797718","2.222203724"
"10-330","Entrada Diagonal al parc del Forum","PL ERNEST LLUCH I MARTIN","SN","435024.673890504","4584726.621847036","41.411463298","2.222566228"
"10-331","Haima - zona speakers","C ZONA FORUM 2004","SN","435103.543882982","4584709.751224882","41.411317721","2.223511638"
"10-332","Haima","C ZONA FORUM 2004","SN","435233.763276604","4584603.820078867","41.410374127","2.225080920"
"10-333","Pl del Fòrum","C ZONA FORUM 2004","SN","435243.112706886","4584527.039891291","41.409683339","2.225200991"
"10-334","Pl del Fòrum","C ZONA FORUM 2004","SN","435193.821541960","4584383.810046000","41.408389328","2.224626626"
"10-335","Pl del Fòrum","C ZONA FORUM 2004","SN","435322.954062343","4584689.159534174","41.411149942","2.226138860"
"10-336","Pl del Fòrum","Fòrum","0","435468.195320315","4584825.298642865","41.412387791","2.227862000"
"10-337","Pl del Fòrum","Fòrum","0","435390.885770508","4584900.029341136","41.413054662","2.226929074"
"10-338","Pl del Fòrum","Litoral (Besòs)","00052","435347.655846680","4584918.739696493","41.413219705","2.226409859"
"10-339","Pl del Fòrum","C ZONA FORUM 2004","SN","435298.984812006","4584792.529872680","41.412079046","2.225841039"
"10-340","Pl del Fòrum","C ZONA FORUM 2004","SN","435235.355102723","4584843.550431461","41.412533451","2.225074304"
"10-341","Rbla Prim / Josep Plà","PG GARCIA FARIA","87-97","434714.760281332","4584314.593564279","41.407727145","2.218902875"
"10-342","","C MENORCA","51-53","433204.100582649","4585977.037575964","41.422576184","2.200646885"
"10-343","Parc Maresme entre Selva de Mar i Josep Pla","PG GARCIA FARIA","73-77","434419.597108265","4583956.915252381","41.404481598","2.215410506"
"10-344","","C NAVAS DE TOLOSA","239-241","432378.230522835","4584818.332005145","41.412071002","2.190894091"
"10-345","","C ARAGO","611-617","432101.657696581","4584502.923620336","41.409206899","2.187620562"
"10-346","Ruiz de Padron","C RUIZ DE PADRON","34","431763.021175746","4585028.716977835","41.413913873","2.183509993"
"10-347","Fluvià","PL MERCE CAPSIR","93","432867.353550298","4585117.198756927","41.414803810","2.196712814"
"10-349","","PL GERMANS SERRA","1-3","434215.207185839","4585323.448885618","41.416772915","2.212816883"
"10-350","front escola Bressols","C BILBAO","1","433694.392770388","4583532.940093374","41.400603477","2.206781555"
"10-351","Llull","AV BOGATELL","30.I","432387.013959758","4582638.808624711","41.392441409","2.191242615"
"10-352","Pg Maragall","C FRESER","140-138","431581.220538434","4584981.828282574","41.413476106","2.181340172"
"10-353","Pl Ramon Calsina","PL RAMON CALSINA","12","434122.957666048","4584090.127699596","41.405657155","2.211847400"
"10-354","Jardins de Tecla Sala","C CASTELLA","40.X","432890.876702430","4584212.457207873","41.406657032","2.197094601"
"10-355","Via Trajana","C BINEFAR","40-38","433660.205219019","4586496.364951816","41.427291404","2.206047651"
"10-356","Jardins de Can Miralletes","C INDUSTRIA","272-270","431420.930533902","4585013.729543562","41.413749768","2.179418806"
"10-357","Jardins de Can Miralletes","C CONCA","42","431377.580699074","4585044.219917585","41.414020684","2.178896698"
"10-358","Nació","C NACIO","40","431862.680661179","4584940.916091169","41.413131535","2.184712242"
"10-360","Bilbao","PG TAULAT","149-171","433758.173020878","4583552.989641291","41.400789315","2.207542299"
"10-361","Provençals","PG TAULAT","220-208","434147.506597617","4583944.687292358","41.404349221","2.212156900"
"10-362","Pl Can Robacols","C JOSEPA MASSANES","13-19","431735.099328857","4584791.706830997","41.411776829","2.183202669"
"10-363","","C BERNAT DESCLOT","12","434118.689382531","4585633.000109252","41.419553052","2.211628336"
"10-364","","C BERNAT DESCLOT","12","434118.139367823","4585631.170110495","41.419536525","2.211621954"
"10-365","","C BERNAT DESCLOT","28","434186.479983037","4585698.529700944","41.420148815","2.212432350"
"10-366","","C BERNAT DESCLOT","28","434184.649980682","4585698.589714881","41.420149205","2.212410447"
"10-367","Parc de Sant Martí","C PONT DEL TREBALL","318-316","432878.859272105","4585870.109865989","41.421586013","2.196766924"
"10-368","","C MARESME","291-295","433201.752002024","4586164.897893092","41.424267989","2.200598029"
"10-370","","C MONTURIOL","911-917","432632.858506601","4584501.819599225","41.409241652","2.193975707"
"10-371","","C LOPE DE VEGA","933-941","432743.999503550","4584610.358922823","41.410228541","2.195293281"
"10-372","","G.V. CORTS CATALANES","965","432897.910851873","4584756.427979692","41.411557007","2.197118432"
"10-373","","G.V. CORTS CATALANES","938-936","432696.798206450","4584449.429035997","41.408775142","2.194746478"
"10-375","","PL ESPRONCEDA","974-982","432888.899926829","4584636.677866410","41.410477700","2.197023907"
"10-376","","PTGE TEXTIL","996","432999.500759131","4584723.697161526","41.411270685","2.198337473"
"10-377","","C FLUVIA","1022-1014","433100.811688367","4584825.336549085","41.412194561","2.199538309"
"10-378","","G.V. CORTS CATALANES","1040-1024","433175.542513868","4584918.716125199","41.413041821","2.200422080"
"10-379","","G.V. CORTS CATALANES","1062-1042","433274.903389034","4585013.645517328","41.413905078","2.201600387"
"10-380","","G.V. CORTS CATALANES","1066","433389.564419741","4585125.924819988","41.414925858","2.202959874"
"10-381","","G.V. CORTS CATALANES","1029-1031","433173.193345134","4585028.426309081","41.414029753","2.200381856"
"10-382","","G.V. CORTS CATALANES","1090-1088","433462.485073984","4585197.184376571","41.415573713","2.203824502"
"10-384","Gran Via de les Corts Catalanes","C MARESME","1166-1158","433771.087822818","4585497.562522313","41.418304628","2.207483957"
"10-385","","CTRA MATARO","1182-1190","434039.120247138","4585763.260918666","41.420719747","2.210662048"
"10-386","","G.V. CORTS CATALANES","1176.B","433923.019196746","4585648.141613353","41.419673360","2.209285399"
"10-387","","G.V. CORTS CATALANES","1043-1061","433280.354279355","4585129.535651522","41.414949320","2.201652823"
"10-388","","G.V. CORTS CATALANES","1111-1119","433579.356981233","4585425.333857161","41.417638259","2.205197789"
"10-389","","C PUIGCERDA","1129-1133","433652.317633242","4585496.623419133","41.418286372","2.206062949"
"10-390","","C MARESME","1147-1149","433749.978514554","4585593.172834520","41.419164023","2.207220907"
"10-391","entre Gran Via i Andrade","G.V. CORTS CATALANES","1157-1159","433881.109664591","4585718.402042356","41.420302728","2.208776251"
"10-392","","G.V. CORTS CATALANES","1173-1175","434007.680768850","4585838.501276338","41.421394834","2.210277643"
"10-393","Treball","C TREBALL","1063-1073","433369.225103567","4585220.015118398","41.415771616","2.202706159"
"10-394","Cantabria","C AGRICULTURA","1091-1093","433459.995915677","4585308.844573859","41.416579198","2.203782438"
"10-395","Fluvia","C FLUVIA","1005","433075.752476833","4584934.016903255","41.413171327","2.199226477"
"10-396","C. BAC DE RODA","G.V. CORTS CATALANES","983-985","432984.181778114","4584860.707484975","41.412503420","2.198139022"
"10-397","Taulat","PG TAULAT","197-219","433954.474844094","4583753.088460942","41.402607704","2.209868632"
"10-398","Parc del Poblenou (Rbla Poblenou)","PG CALVELL","20-2","433686.859593221","4583116.579514805","41.396852800","2.206737046"
"10-399","Parc del Poblenou","PG CALVELL","31-33","433748.460577405","4583233.579227305","41.397911665","2.207461071"
"10-400","Parc del Poblenou","AV LITORAL","39-55","433839.841176379","4583293.888627821","41.398462381","2.208547528"
"10-401","Llull / Rbla Prim / Eduard Maristany","C SANT RAMON DE PENYAFORT","14-10","434824.915908416","4585032.083821823","41.414198346","2.220143418"
"10-402","Taulat","C SANT RAMON DE PENYAFORT","9-11","434899.045451280","4584957.073147326","41.413528751","2.221038412"
"10-403","Bac de Roda / Jardins de Remedios Varo","C PELLAIRES","28-26","433967.076104551","4583916.288614272","41.404078642","2.210001569"
"10-404","Jardins de Josep Maria Sostres","JARD JOSEP MARIA SOSTRES","1.S","434309.086851972","4583945.516071109","41.404369905","2.214089742"
"10-405","costat girona","C ANDRADE","131","433113.543755457","4585094.396860137","41.414618969","2.199660890"
"10-406","Pl Porxos","C ANDRADE","99","433071.763350567","4585049.637108450","41.414212352","2.199165959"
"10-407","Jardins de Teresa de Calcuta costat Besos","CAMI ANTIC DE VALENCIA","41-53","433232.596109214","4584065.344398614","41.405360483","2.201198840"
